IssueType,Issue Size,#Bug Commits,Tot Loc bug changed,#Changes,Tot Loc changed
PackageCycle84,8.0,5.0,99.0,73.0,1094.0
PackageCycle85,8.0,6.0,153.0,23.0,335.0
PackageCycle86,8.0,2.0,20.0,13.0,73.0
PackageCycle87,8.0,1.0,4.0,15.0,118.0
PackageCycle88,8.0,10.0,118.0,67.0,683.0
PackageCycle89,7.0,0.0,0.0,10.0,31.0
PackageCycle90,7.0,12.0,121.0,76.0,849.0
PackageCycle91,7.0,6.0,92.0,65.0,813.0
PackageCycle92,7.0,1.0,13.0,32.0,157.0
PackageCycle93,7.0,3.0,25.0,12.0,49.0
PackageCycle94,7.0,8.0,102.0,79.0,707.0
PackageCycle95,7.0,0.0,0.0,6.0,74.0
PackageCycle96,7.0,8.0,102.0,78.0,833.0
PackageCycle97,7.0,9.0,106.0,64.0,741.0
PackageCycle98,7.0,0.0,0.0,8.0,41.0
PackageCycle99,6.0,5.0,41.0,26.0,202.0
PackageCycle100,6.0,0.0,0.0,5.0,28.0
PackageCycle101,6.0,0.0,0.0,16.0,104.0
PackageCycle102,6.0,15.0,216.0,87.0,1396.0
PackageCycle103,6.0,7.0,97.0,51.0,832.0
PackageCycle104,6.0,2.0,16.0,21.0,109.0
PackageCycle105,6.0,4.0,91.0,51.0,831.0
PackageCycle106,6.0,8.0,102.0,67.0,668.0
PackageCycle107,6.0,11.0,114.0,83.0,775.0
PackageCycle108,6.0,2.0,16.0,10.0,71.0
PackageCycle109,6.0,0.0,0.0,24.0,253.0
PackageCycle110,6.0,8.0,102.0,69.0,670.0
PackageCycle111,6.0,8.0,102.0,68.0,1080.0
PackageCycle112,6.0,8.0,102.0,70.0,707.0
PackageCycle113,6.0,10.0,108.0,77.0,765.0
PackageCycle114,5.0,0.0,0.0,16.0,80.0
PackageCycle115,5.0,8.0,102.0,69.0,683.0
PackageCycle116,5.0,0.0,0.0,10.0,61.0
PackageCycle117,5.0,1.0,6.0,16.0,127.0
PackageCycle118,5.0,3.0,25.0,25.0,95.0
PackageCycle119,5.0,0.0,0.0,15.0,96.0
PackageCycle120,5.0,0.0,0.0,5.0,17.0
PackageCycle121,5.0,10.0,112.0,69.0,696.0
PackageCycle122,5.0,8.0,102.0,63.0,650.0
PackageCycle123,4.0,4.0,23.0,42.0,530.0
PackageCycle124,4.0,0.0,0.0,13.0,51.0
PackageCycle125,4.0,0.0,0.0,4.0,36.0
PackageCycle126,4.0,14.0,233.0,60.0,803.0
PackageCycle127,4.0,0.0,0.0,10.0,89.0
PackageCycle128,4.0,0.0,0.0,6.0,42.0
PackageCycle129,4.0,9.0,106.0,63.0,643.0
PackageCycle130,3.0,0.0,0.0,4.0,12.0
PackageCycle131,3.0,10.0,108.0,65.0,651.0
PackageCycle132,3.0,8.0,102.0,60.0,631.0
PackageCycle133,3.0,10.0,110.0,40.0,928.0
PackageCycle134,3.0,0.0,0.0,0.0,0.0
PackageCycle135,3.0,0.0,0.0,12.0,53.0
PackageCycle136,3.0,5.0,200.0,11.0,424.0
PackageCycle137,3.0,10.0,117.0,70.0,1122.0
PackageCycle138,3.0,8.0,102.0,60.0,633.0
PackageCycle139,2.0,0.0,0.0,9.0,52.0
PackageCycle140,2.0,0.0,0.0,5.0,16.0

PackageCycle-All,896.0,183.0,2209.0,1709.0,17631.0
