entity,n-revs,bugs,added,removed
doc/reference/com/google/android/exoplayer2/IllegalSeekPositionException.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/LoadControl.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/NoSampleRenderer.html,3,0,129,59
doc/reference/com/google/android/exoplayer2/ParserException.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/PlaybackParameters.html,2,0,2,2
doc/reference/com/google/android/exoplayer2/PlaybackPreparer.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/Player.AudioComponent.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/Player.DefaultEventListener.html,5,0,43,9
doc/reference/com/google/android/exoplayer2/Player.DiscontinuityReason.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/Player.EventListener.html,5,0,110,36
doc/reference/com/google/android/exoplayer2/Player.MetadataComponent.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/Player.PlaybackSuppressionReason.html,3,0,166,3
doc/reference/com/google/android/exoplayer2/Player.RepeatMode.html,3,0,5,5
doc/reference/com/google/android/exoplayer2/Player.State.html,3,0,25,59
doc/reference/com/google/android/exoplayer2/Player.TextComponent.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/Player.TimelineChangeReason.html,2,0,2,3
doc/reference/com/google/android/exoplayer2/Player.VideoComponent.html,3,0,94,25
doc/reference/com/google/android/exoplayer2/Player.html,5,0,214,93
doc/reference/com/google/android/exoplayer2/PlayerMessage.Sender.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/PlayerMessage.Target.html,3,0,4,4
doc/reference/com/google/android/exoplayer2/PlayerMessage.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/Renderer.State.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/Renderer.html,4,0,72,27
doc/reference/com/google/android/exoplayer2/RendererCapabilities.AdaptiveSupport.html,2,0,164,1
doc/reference/com/google/android/exoplayer2/RendererCapabilities.Capabilities.html,2,0,179,1
doc/reference/com/google/android/exoplayer2/RendererCapabilities.FormatSupport.html,2,0,163,1
doc/reference/com/google/android/exoplayer2/RendererCapabilities.TunnelingSupport.html,2,0,163,1
doc/reference/com/google/android/exoplayer2/RendererCapabilities.html,2,0,223,52
doc/reference/com/google/android/exoplayer2/RendererConfiguration.html,3,0,4,4
doc/reference/com/google/android/exoplayer2/RenderersFactory.html,2,0,2,2
doc/reference/com/google/android/exoplayer2/SeekParameters.html,2,0,2,2
doc/reference/com/google/android/exoplayer2/SimpleExoPlayer.Builder.html,2,0,553,1
doc/reference/com/google/android/exoplayer2/SimpleExoPlayer.VideoListener.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/SimpleExoPlayer.html,5,0,467,339
doc/reference/com/google/android/exoplayer2/Timeline.Period.html,4,0,32,18
doc/reference/com/google/android/exoplayer2/Timeline.Window.html,4,0,94,17
doc/reference/com/google/android/exoplayer2/Timeline.html,4,0,105,121
doc/reference/com/google/android/exoplayer2/analytics/AnalyticsCollector.html,5,0,131,98
doc/reference/com/google/android/exoplayer2/analytics/AnalyticsListener.EventTime.html,3,0,10,10
doc/reference/com/google/android/exoplayer2/analytics/AnalyticsListener.html,4,0,78,30
doc/reference/com/google/android/exoplayer2/analytics/DefaultAnalyticsListener.html,3,0,4,4
doc/reference/com/google/android/exoplayer2/analytics/DefaultPlaybackSessionManager.html,2,0,436,1
doc/reference/com/google/android/exoplayer2/analytics/PlaybackSessionManager.Listener.html,2,0,313,1
doc/reference/com/google/android/exoplayer2/analytics/PlaybackSessionManager.html,2,0,370,1
