Filename,Size,Complexity,Revisions,Design Smells,Dependent Partners,Depends on Partners,Total Dependencies,CoChange Partners,Bug Commits,Refactoring operations,Churn,TotalIssues,Clique,Crossing,IsCenter,ModularityViolation,PackageCycle,UnhealthyInheritance,UnstableInterface,isUnstableInterface,PresentInIssues,SqIssues,SqCodeSmells,SqBugs,SqVulnerabilities,SqSecuritySpots
src.org.jgroups.conf.PropertyConverters_java,448,112,2,2,14,8,22,0,0,0,76,6,1,0,0,0,4,1,0,0,3,33,30,0,0,3
src.org.jgroups.conf.PropertyHelper_java,126,30,1,1,1,8,9,0,0,0,4,5,1,0,0,0,3,1,0,0,3,18,18,0,0,0
src.org.jgroups.conf.ProtocolConfiguration_java,141,35,2,2,6,3,9,0,0,0,8,4,1,0,0,0,3,0,0,0,2,12,12,0,0,0
src.org.jgroups.conf.ProtocolStackConfigurator_java,9,2,0,0,5,0,5,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
src.org.jgroups.conf.XmlConfigurator_java,270,57,1,1,1,7,8,0,0,0,14,5,1,0,0,0,3,1,0,0,3,28,26,0,1,1
src.org.jgroups.demos.Chat_java,55,12,1,0,0,5,5,0,0,0,11,1,0,0,0,0,0,1,0,0,1,15,13,0,0,2
src.org.jgroups.demos.CounterServiceDemo_java,100,21,0,0,0,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,25,24,0,0,1
src.org.jgroups.demos.DrawCommand_java,56,8,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src.org.jgroups.demos.Draw_java,574,121,3,2,0,27,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,84,76,3,3,2
src.org.jgroups.demos.ExecutionServiceDemo_java,317,65,0,1,0,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23,20,0,1,2
src.org.jgroups.demos.JmxDemo_java,142,36,1,1,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,11,1,1,0
src.org.jgroups.demos.KeyStoreGenerator_java,90,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,1,1
src.org.jgroups.demos.LockServiceDemo_java,126,33,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,3,1,1
src.org.jgroups.demos.MemcachedServer_java,118,24,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,0,0,1
src.org.jgroups.demos.PartitionedHashMapDemo_java,77,12,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,1,0,4
src.org.jgroups.demos.ProgrammaticChat_java,26,4,0,1,0,84,84,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,5,1,0,1
src.org.jgroups.demos.PubSub_java,103,18,0,0,0,9,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33,31,0,0,2
src.org.jgroups.demos.QuoteClient_java,185,33,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,0,1,0
src.org.jgroups.demos.QuoteServer_java,79,14,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,1,1,0
src.org.jgroups.demos.RelayDemoRpc_java,122,25,6,0,0,12,12,0,0,0,181,0,0,0,0,0,0,0,0,0,0,31,28,0,2,1
src.org.jgroups.demos.RelayDemo_java,60,13,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,1,1,1
src.org.jgroups.demos.ReplCacheDemo_java,416,88,0,1,0,6,6,0,0,0,0,2,0,0,0,0,0,2,0,0,1,82,81,0,0,1
src.org.jgroups.demos.ReplicatedHashMapDemo_java,206,38,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,1,1
src.org.jgroups.demos.StompChat_java,352,64,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,0,0,1
src.org.jgroups.demos.StompDraw_java,512,105,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,57,3,1,2
src.org.jgroups.demos.Topology_java,132,28,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,1,0
src.org.jgroups.demos.TotalOrder_java,560,96,0,2,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,82,0,5,5
src.org.jgroups.demos.ViewDemo_java,52,10,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,1,1,1
src.org.jgroups.demos.applets.DrawApplet_java,192,26,0,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,5,2,1
src.org.jgroups.demos.wb.GraphPanel_java,232,45,0,2,1,10,11,0,0,0,0,1,1,0,0,0,0,0,0,0,1,28,25,0,1,2
src.org.jgroups.demos.wb.MessageDialog_java,27,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
src.org.jgroups.demos.wb.Node_java,14,1,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,11,0
src.org.jgroups.demos.wb.SendDialog_java,58,6,0,1,1,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0
src.org.jgroups.demos.wb.UserInfoDialog_java,41,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0
src.org.jgroups.demos.wb.Whiteboard_java,214,55,0,4,1,61,62,0,0,0,0,1,1,0,0,0,0,0,0,0,1,36,33,1,1,1
src.org.jgroups.jmx.JmxConfigurator_java,179,43,1,1,9,9,18,0,0,0,8,4,1,0,0,0,2,1,0,0,3,13,13,0,0,0
src.org.jgroups.jmx.ResourceDMBean_java,439,97,3,5,2,7,9,0,0,0,656,3,1,0,0,0,2,0,0,0,2,14,10,2,0,2
src.org.jgroups.logging.CustomLogFactory_java,7,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src.org.jgroups.logging.JDKLogImpl_java,89,32,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1
src.org.jgroups.logging.Log4JLogImpl_java,90,32,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
src.org.jgroups.logging.LogFactory_java,51,6,0,1,49,5,54,0,0,0,0,2,1,0,0,0,1,0,0,0,2,2,2,0,0,0
src.org.jgroups.logging.Log_java,32,20,0,0,137,0,137,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
src.org.jgroups.protocols.AUTH_java,137,30,2,1,5,13,18,0,0,0,179,7,1,0,0,0,5,1,0,0,3,15,15,0,0,0
src.org.jgroups.protocols.AuthHeader_java,32,6,2,1,3,3,6,0,0,0,94,4,1,0,0,0,3,0,0,0,2,1,1,0,0,0
src.org.jgroups.protocols.BARRIER_java,162,35,2,1,2,11,13,0,0,0,174,3,0,0,0,0,3,0,0,0,1,22,19,2,1,0
src.org.jgroups.protocols.BPING_java,105,18,4,2,2,14,16,9,0,0,14,12,0,1,0,3,3,2,3,0,5,16,15,1,0,0
src.org.jgroups.protocols.BSH_java,88,22,1,1,2,14,16,0,0,0,140,3,0,0,0,0,3,0,0,0,1,13,11,0,2,0
src.org.jgroups.protocols.BasicTCP_java,78,21,11,1,4,11,15,2,0,0,119,6,0,0,0,1,3,2,0,0,3,21,21,0,0,0
src.org.jgroups.protocols.CENTRAL_EXECUTOR_java,137,41,0,2,2,8,10,0,0,0,0,4,0,0,0,0,3,1,0,0,2,13,12,1,0,0
src.org.jgroups.protocols.CENTRAL_LOCK_java,129,45,2,2,2,10,12,0,0,0,16,5,0,0,0,0,4,1,0,0,2,28,27,1,0,0
src.org.jgroups.protocols.COMPRESS_java,145,31,2,1,2,8,10,0,0,0,246,3,0,0,0,0,3,0,0,0,1,24,22,0,2,0
src.org.jgroups.protocols.COUNTER_java,1407,371,1,7,3,107,110,0,0,0,4,4,0,0,0,0,4,0,0,0,1,83,83,0,0,0
src.org.jgroups.protocols.DAISYCHAIN_java,150,40,6,2,2,32,34,0,0,0,190,3,0,0,0,0,3,0,0,0,1,23,21,2,0,0
