Filename,Size,Complexity,Revisions,Design Smells,Dependent Partners,Depends on Partners,Total Dependencies,CoChange Partners,Bug Commits,Refactoring operations,Churn,TotalIssues,Clique,Crossing,IsCenter,ModularityViolation,PackageCycle,UnhealthyInheritance,UnstableInterface,isUnstableInterface,PresentInIssues,SqIssues,SqCodeSmells,SqBugs,SqVulnerabilities,SqSecuritySpots
pulsar-broker.src.main.java.org.apache.pulsar.broker.TransactionMetadataStoreService_java,125,35,3,1,3,14,17,0,0,0,206,4,1,0,0,0,3,0,0,0,2,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.AdminResource_java,611,99,33,3,42,35,77,0,0,0,1151,20,1,5,1,1,5,3,5,1,6,34,34,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.ZkAdminPaths_java,18,5,3,1,3,3,6,0,0,0,12,6,0,2,0,2,0,0,2,0,3,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.BrokerStatsBase_java,85,8,1,1,2,17,19,0,0,0,2,4,0,0,0,0,2,2,0,0,2,13,13,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.BrokersBase_java,216,26,12,1,2,22,24,0,0,0,158,8,0,0,0,3,2,2,1,0,4,25,25,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.ClustersBase_java,517,55,7,1,2,18,20,0,1,0,502,6,0,1,0,1,1,2,1,0,5,53,50,3,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.FunctionsBase_java,75,24,14,2,2,13,15,0,0,0,887,3,0,0,0,1,1,1,0,0,3,9,9,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.NamespacesBase_java,1802,203,37,1,4,50,54,0,3,0,1742,31,1,7,0,8,2,5,8,0,6,165,153,12,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.PersistentTopicsBase_java,2023,259,73,1,5,51,56,0,2,0,9248,26,1,6,1,2,2,9,6,0,6,116,115,1,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.ResourceQuotasBase_java,84,8,0,2,2,11,13,0,0,0,0,2,0,0,0,0,1,1,0,0,2,16,16,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.SinksBase_java,61,19,10,1,2,10,12,0,0,0,615,3,0,0,0,1,1,1,0,0,3,4,4,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.SourcesBase_java,61,19,11,1,2,10,12,0,0,0,635,3,0,0,0,1,1,1,0,0,3,4,4,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.impl.TenantsBase_java,148,16,8,1,2,10,12,0,0,0,96,5,0,1,0,1,0,2,1,0,4,16,16,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.BrokerStats_java,6,1,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.Brokers_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.Clusters_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.Functions_java,2,0,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.Namespaces_java,339,66,17,2,0,22,22,0,0,0,391,19,0,4,0,7,0,2,6,0,4,68,68,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.NonPersistentTopics_java,139,16,25,1,0,23,23,0,0,0,390,18,0,5,0,5,0,3,5,0,4,24,23,1,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.PersistentTopics_java,234,32,28,2,1,16,17,0,2,0,588,15,0,2,0,6,0,2,5,0,4,39,39,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.Properties_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v1.ResourceQuotas_java,14,3,1,1,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Bookies_java,53,9,2,1,0,7,7,0,0,0,46,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.BrokerStats_java,9,2,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Brokers_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Clusters_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Functions_java,57,18,4,1,1,7,8,0,0,0,37,1,0,0,0,1,0,0,0,0,1,4,4,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Namespaces_java,389,80,28,2,0,23,23,0,0,0,762,23,0,3,0,10,0,2,8,0,4,6,6,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.NonPersistentTopics_java,133,16,27,1,0,22,22,0,0,0,552,17,0,5,0,4,0,3,5,0,4,16,15,1,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.PersistentTopics_java,268,35,37,2,1,15,16,0,2,0,1326,15,0,2,0,6,0,2,5,0,4,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.ResourceQuotas_java,20,5,1,1,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.SchemasResource_java,192,31,16,0,0,23,23,0,2,0,810,3,0,0,0,2,0,1,0,0,2,8,8,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Tenants_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.WorkerStats_java,15,4,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v2.Worker_java,21,6,3,1,0,7,7,0,0,0,34,1,0,0,0,1,0,0,0,0,1,3,3,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v3.Functions_java,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v3.Sink_java,2,0,1,2,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v3.Sinks_java,2,0,1,2,0,1,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v3.Source_java,2,0,1,2,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.admin.v3.Sources_java,2,0,1,2,0,1,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.cache.LocalZooKeeperCacheService_java,173,23,1,2,10,11,21,0,0,0,4,4,1,0,0,0,2,1,0,0,3,6,6,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.cache.ResourceQuotaCache_java,151,20,0,2,3,6,9,0,0,0,0,3,1,0,0,0,1,1,0,0,3,4,4,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.delayed.DelayedDeliveryTrackerFactory_java,19,3,1,1,4,3,7,0,0,0,55,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.delayed.DelayedDeliveryTrackerLoader_java,16,1,1,1,1,2,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.delayed.DelayedDeliveryTracker_java,34,6,4,1,4,0,4,0,0,0,91,6,0,1,0,2,1,0,2,0,4,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.delayed.InMemoryDelayedDeliveryTrackerFactory_java,16,4,4,1,0,5,5,0,0,0,58,6,0,1,0,2,1,0,2,0,4,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.delayed.InMemoryDelayedDeliveryTracker_java,114,25,6,1,1,3,4,0,0,0,244,6,0,1,0,2,1,0,2,0,4,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.BrokerFilterBadVersionException_java,11,3,0,2,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.BrokerFilterException_java,11,3,0,1,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.BrokerFilter_java,14,1,0,1,2,5,7,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.BrokerHostUsage_java,14,2,1,0,6,1,7,0,0,0,11,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.BundleSplitStrategy_java,12,1,0,0,2,2,4,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LeaderBroker_java,32,8,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LeaderElectionService_java,119,17,4,1,4,4,8,0,0,0,50,5,1,0,0,1,2,0,1,0,4,5,5,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadCalculator_java,7,2,0,1,1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadData_java,34,4,0,0,11,2,13,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadManager_java,87,18,3,2,13,11,24,0,1,0,10,4,1,0,0,0,2,1,0,0,3,9,9,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadRanker_java,5,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadReportUpdaterTask_java,18,2,1,1,1,1,2,0,0,0,2,2,1,0,0,0,1,0,0,0,2,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadReport_java,5,3,0,0,4,2,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadResourceQuotaUpdaterTask_java,18,2,0,1,1,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,2,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadSheddingStrategy_java,12,1,0,1,3,2,5,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.LoadSheddingTask_java,18,2,0,1,1,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,2,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ModularLoadManagerStrategy_java,27,2,0,0,2,4,6,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ModularLoadManager_java,66,13,1,0,3,6,9,0,0,0,8,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.NoopLoadManager_java,64,16,3,1,0,15,15,0,0,0,15,6,0,1,0,1,2,1,1,0,5,4,3,1,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.PlacementStrategy_java,5,1,0,0,2,1,3,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ResourceDescription_java,6,4,0,0,11,1,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ResourceUnit_java,5,3,0,0,13,1,14,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ServiceRequest_java,2,0,0,1,6,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.ServiceUnit_java,6,4,0,0,3,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.impl.BrokerVersionFilter_java,94,15,0,1,1,8,9,0,0,0,0,3,0,0,0,0,2,1,0,0,2,8,8,0,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.impl.BundleSplitterTask_java,61,6,0,1,1,10,11,0,0,0,0,3,0,0,0,0,2,1,0,0,2,4,3,1,0,0
pulsar-broker.src.main.java.org.apache.pulsar.broker.loadbalance.impl.DeviationShedder_java,81,13,0,1,0,4,4,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0
