File Name,Refactoring Operations
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitUnit.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitSymbol.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitString.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitShort.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitNull.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitLong.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitInt.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitFloat.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitDouble.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitChar.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitByte.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTLitBoolean.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTInit.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImporter.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImporteeWildcard.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImporteeUnimport.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImporteeRename.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImporteeName.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTImport.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTEnumeratorVal.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTEnumeratorGuard.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTEnumeratorGenerator.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnVar.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnVal.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnType.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnTrait.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnObject.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnMacro.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnDef.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDefnClass.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTDeclVar.java,1
